Musée national des beaux-arts d'Alger,1,Art,The National Museum of Fine Arts of Algiers is a museum in Algiers Algeria. It was founded in 1835 by the French colonial administration and houses a collection of over 12000 works of art including paintings sculptures and drawings from Europe
Musée national d'archéologie d'Alger,1,History,The National Museum of Archaeology of Algiers is a museum in Algiers Algeria. It was founded in 1866 by the French colonial administration and houses a collection of over 100000 artifacts from the prehistory protohistory and ancient history of Algeria.
Musée national des antiquités et des arts islamiques,1,History,The National Museum of Antiquities and Islamic Arts is a museum in Algiers Algeria. It was founded in 1962 and houses a collection of over 100000 artifacts from the pre-Islamic and Islamic periods of Algeria.
Musée national du Bardo,1,Art,The Bardo Museum is a museum in Algiers Algeria. It was founded in 1882 and houses a collection of over 60000 Roman mosaics as well as other artifacts from the Roman Byzantine and Islamic periods of Algeria.
Musée national des arts et traditions populaires,1,Culture,The National Museum of Popular Arts and Traditions is a museum in Algiers Algeria. It was founded in 1930 and houses a collection of over 100000 artifacts from the traditional cultures of Algeria.
Museu Nacional de História Natural de Angola,2,History,The National Museum of Natural History of Angola is a museum in Luanda
Art Gallery of New South Wales,3,Art,A museum that houses a collection of over 166
Powerhouse Museum,3,Science,A museum that houses a variety of exhibits on science
Australian Museum,3,History,A museum that houses a collection of over 17 million objects
Sydney Jewish Museum,3,History,A museum that tells the story of the Jewish community in Australia.
Museum of Contemporary Art Australia,3,Art,A museum that hosts exhibitions of contemporary art from Australia and around the world.
Queensland Museum,4,Art,The Queensland Museum is a natural history and heritage museum in Brisbane Queensland Australia. It is the state's largest museum and one of the most popular tourist attractions in Brisbane.
Museum of Ethnology,5,Culture, A museum dedicated to the history of warfare and conflict
National Museum of the Republic of Azerbaijan,6,History,The National Museum of the Republic of Azerbaijan is the largest museum in Azerbaijan. It was founded in 1920 and is located in Baku the capital of Azerbaijan. The museum has a collection of over 300000 objects including archaeological artifacts ethnographic objects and works of art.
National Museum of Bangladesh,7,History,The National Museum of Bangladesh is the largest museum in Bangladesh. It was founded in 1913 and is located in Dhaka the capital of Bangladesh. The museum has a collection of over 100000 objects including archaeological artifacts ethnographic objects and works of art.
Museu de Arte do Rio,8,Art,A contemporary art museum with a focus on Brazilian art.
Museu Histórico Nacional,8,History,A museum dedicated to the history of Brazil.
Museu de Arte Sacra,8,Art,A museum of religious art.
Museu Casa do Pontual,8,Historic House,A museum in a historic house that houses a collection of Brazilian art.
Museu do Indio,8,Ethnic,A museum dedicated to the indigenous peoples of Brazil.
Museu de Ciências e Tecnologia da PUC-Rio,8,Science,A science museum with interactive exhibits.
Museu Militar Conde de Linhares,8,Military,A military museum.
Museu do Amanhã,8,Multiple,A museum of science and technology with a focus on the future.
Museu de Arte Moderna do Rio de Janeiro,8,Art,A modern art museum.
Museu de Arte Popular,8,Art,A museum of popular art.
Museu de Astronomia e Ciências Afins,8,Science,An astronomy museum with a planetarium.
Museu do Futebol,8,Sports,A museum dedicated to the history of football (soccer).
Museu do Design e da Moda,8,Art,A museum of design and fashion.
Museu de Cera Madame Tussauds,8,Wax,A wax museum.
Museu Nacional de Fogo,8,Firefighting,A firefighting museum.
Museu do Aterro do Flamengo,8,Amusement,An amusement park.
Museu de Arte de São Paulo (MASP),9,Art,A museum of modern and contemporary art with a collection of over 8
Museu do Ipiranga,9,History,A museum dedicated to the history of Brazil
Museu de Arte Sacra de São Paulo,9,History,A museum of religious art
Museu de Arte Contemporânea de São Paulo (MAC-USP),9,Art,A museum of contemporary art
Museu Afro Brasil,9,Ethnic,A museum of African art and culture
Museu de Zoologia da Universidade de São Paulo,9,Science,A museum of zoology
Museu de Aeronáutica e Astronáutica,9,Military,A museum of aviation and astronautics
Museu da Imigração,9,History,A museum dedicated to the history of immigration in Brazil
Museu da Casa Brasileira,9,Culture,A museum of Brazilian culture
Museu do Futebol,9,Sports,A museum dedicated to the history of football in Brazil
Museu de Arte da Pampulha,10,Art,A museum of modern and contemporary art located in the Pampulha district of Belo Horizonte.
Museu de Artes e Ofícios,10,Art,A museum of applied arts and crafts located in the Centro district of Belo Horizonte.
Museu de História Natural e Jardim Botânico,10,Science,A museum of natural history and botanical garden located in the Pampulha district of Belo Horizonte.
Museu Casa Kubitschek,10,Historic House,The former home of President Juscelino Kubitschek
Museu Mineiro,10,History,A museum of the history of Minas Gerais
Museu do Telefone,10,Media,A museum of the history of telecommunications
Museu da Língua Portuguesa,10,Culture,A museum dedicated to the Portuguese language
Museu de Arte Sacra de Minas Gerais,10,Art,A museum of religious art from Minas Gerais
Museu do Inhotim,10,Botanic Garden,A botanical garden and contemporary art museum located in Brumadinho
Museu de Arte Contemporânea de Minas Gerais,10,Art,A museum of contemporary art located in the Centro district of Belo Horizonte.
Museu de Arte de Brasília,11,Art,The Museum of Art of Brasilia is a museum dedicated to the visual arts
Museu Histórico de Brasília,11,History,The Historical Museum of Brasilia is a museum dedicated to the history of the city of Brasilia. It houses a collection of over 100
Museu da República,11,History,The Museum of the Republic is a museum dedicated to the history of Brazil. It houses a collection of over 200
Museu Nacional da República,11,Art,The National Museum of the Republic is a museum dedicated to the visual arts
Museu de Arte Contemporânea de Brasília,11,Art,The Museum of Contemporary Art of Brasilia is a museum dedicated to contemporary art. It houses a collection of over 3
Museu da Imagem e do Som,11,Media,The Museum of Image and Sound is a museum dedicated to the history of film
Museu do Futebol,11,Sports,The Museum of Football is a museum dedicated to the history of football in Brazil. It houses a collection of over 10
Museu da Aeronáutica,11,Military,The Aeronautics Museum is a museum dedicated to the history of aviation in Brazil. It houses a collection of over 100 aircraft
Museu do Exército,11,Military,The Army Museum is a museum dedicated to the history of the Brazilian Army. It houses a collection of over 100
Museu da Marinha,11,Maritime,The Navy Museum is a museum dedicated to the history of the Brazilian Navy. It houses a collection of over 100 ships
Museu do Índio,11,Ethnic,The Indian Museum is a museum dedicated to the history and culture of the indigenous peoples of Brazil. It houses a collection of over 100
Museu da Amazônia,12,History,Museum of the Amazon rainforest
Museu do Índio,12,Science,Museum of the indigenous peoples of Brazil
Museu da Imagem e do Som do Amazonas,12,Media,Museum of image and sound
Museu Amazônico de Ciência e Tecnologia,12,Science,Museum of science and technology
Museu do Porto de Manaus,12,History,Museum of the Port of Manaus
Museu do Folclore do Amazonas,12,Ethnic,Museum of the folklore of the Amazon
Museu do Homem do Rio Negro,12,Science,Museum of the peoples of the Rio Negro
Museu da Borracha,12,History,Museum of rubber
Museu do Seringueiro,12,History,Museum of the rubber tappers
Museu do Povo do Amazonas,12,Science,Museum of the peoples of the Amazon
Paço do Frevo,13,Art,Museum dedicated to the Frevo music genre
Museu do Homem do Nordeste,13,Science,Museum of the Northeast region of Brazil
Museu de Arte Contemporânea de Pernambuco,13,Art,Museum of contemporary art
Museu Cais do Sertão,13,History,Museum of the Sertão region of Brazil
Museu de Arte Sacra de Pernambuco,13,History,Museum of religious art
Museu do Amanhã,13,Science,Museum of the future
Museu da Cidade do Recife,13,History,Museum of the city of Recife
Museu do Humor,13,Comedy,Museum of humor
Museu da Inconfidência,13,History,Museum of the Inconfidência Mineira
Museu de Arte Moderna Aloísio Magalhães,13,Art,Museum of modern art
Museu de Arte do Rio Grande do Sul,14,Art,The Museum of Art of Rio Grande do Sul (MARGS) is a museum of modern and contemporary art in Porto Alegre
Museu de Arte Sacra de São Paulo,14,Art,The Museum of Sacred Art of São Paulo (MASP) is a museum of religious art in Porto Alegre
Museu Histórico de Porto Alegre,14,History,The Historical Museum of Porto Alegre (MHP) is a museum of history in Porto Alegre
Museu de Arte Contemporânea do Rio Grande do Sul,14,Art,The Museum of Contemporary Art of Rio Grande do Sul (MACRS) is a museum of contemporary art in Porto Alegre
Museu da Casa do Trem,14,Historic House,The Museum of the Train House (MCT) is a museum of transportation in Porto Alegre
Museu de Arte da Bahia,15,Art,Museum of art
Museu de Arte Sacra da Bahia,15,History,Museum of religious art
Museu Afro-Brasileiro,15,Ethnic,Museum of Afro-Brazilian culture
Museu da Cidade de Salvador,15,History,Museum of the city of Salvador
Museu de Arte Moderna da Bahia,15,Art,Museum of modern art
Museu da Imagem e do Som da Bahia,15,Media,Museum of image and sound
Museu Geológico da Bahia,15,History,Museum of geology
Museu de Arqueologia e Etnologia da Bahia,15,Science,Museum of archaeology and ethnology
Museu do Ipiranga,15,History,Museum of the Ipiranga
Museu do Solar do Unhão,15,History,Museum of the Solar do Unhão
National Gallery,16,Art,The National Gallery houses a collection of over 50
National Museum of History,16,History,The National Museum of History is one of the largest and most important museums in Bulgaria. It houses a collection of over 650
Ruse Regional Museum,16,History,The Ruse Regional Museum is a museum in Ruse
Musée des Civilisations Noires,17,Ethnic,The Museum of Black Civilizations is a museum in Yaounde
Montreal Museum of Fine Arts,18,Art,The Montreal Museum of Fine Arts (MMFA) is one of Canada's largest and most comprehensive museums of art. It houses over 42
Canadian Centre for Architecture,18,Art,The Canadian Centre for Architecture (CCA) is a museum and research centre dedicated to the study and preservation of architecture and its related arts. It houses a collection of over 150
Montreal Holocaust Museum,18,History,The Montreal Holocaust Museum is a museum dedicated to the history of the Holocaust. It tells the stories of the victims
Calgary Tower,19,Science,The Calgary Tower is a 553-foot (169 m) tall free-standing concrete observation tower in Downtown Calgary
Glenbow Museum,19,History,The Glenbow Museum is an art and history museum in Calgary
Telus Spark Science Centre,19,Science,Telus Spark Science Centre is a science and technology museum in Calgary
Royal Ontario Museum,20,Art,History
Art Gallery of Ontario,20,Art,The Art Gallery of Ontario (AGO) is a museum of art in Toronto
Ontario Science Centre,20,Science,The Ontario Science Centre (OSC) is a museum of science and technology in Toronto
Shanghai Museum,21,Art,A comprehensive museum with over 120
The Palace Museum,22,History,The former imperial palace of the Ming and Qing dynasties
Tianjin Natural History Museum,23,Science,A museum with exhibits on natural history
Guangzhou Museum,24,History,A museum with exhibits on the history of Guangzhou and Guangdong province.
Chengdu Museum,25,History,A museum with exhibits on the history of Chengdu and Sichuan province.
Wuhan Museum,26,History,A museum with exhibits on the history of Wuhan and Hubei province.
Harbin Museum,27,History,A museum with exhibits on the history of Harbin and Heilongjiang province.
Hangzhou Museum,28,Art,A museum with exhibits on art from China and around the world.
Haikou Museum,29,History,A museum with exhibits on the history of Haikou and Hainan province.
Taiyuan Museum,30,History,A museum with exhibits on the history of Taiyuan and Shanxi province.
Kunming Zoo and Botanical Garden,31,Botanic Garden,A zoo and botanical garden with over 10
Hefei Museum,32,History,A museum with exhibits on the history of Hefei and Anhui province.
Shijiazhuang Museum,33,History,A museum with exhibits on the history of Shijiazhuang and Hebei province.
Changsha Museum,34,History,A museum with exhibits on the history of Changsha and Hunan province.
Changchun Museum,35,History,A museum with exhibits on the history of Changchun and Jilin province.
Shenzhen Museum,36,Art,A museum with exhibits on art from China and around the world.
Chongqing Museum,37,History,A museum with exhibits on the history of Chongqing and Sichuan province.
Lanzhou Museum,38,History,A museum with exhibits on the history of Lanzhou and Gansu province.
Nanchang Museum,39,History,A museum with exhibits on the history of Nanchang and Jiangxi province.
Dalian Museum,40,Art,A museum with exhibits on art from China and around the world.
Zhengzhou Museum,41,History,A museum with exhibits on the history of Zhengzhou and Henan province.
Museo de Antioquia,42,Art,The Museum of Antioquia is a museum in Medellín
Museo Botero,42,Art,The Botero Museum is a museum in Medellín
Museo Casa de la Memoria,42,History,The Museum of Memory is a museum in Medellín
Museo de Arte Moderno de Medellín,42,Art,The Museum of Modern Art of Medellín is a museum in Medellín
Museo de la Ciudad de Medellín,42,History,The Museum of the City of Medellín is a museum in Medellín
Museo Nacional de Colombia,43,Art,History
Museo del Oro,43,History,The Gold Museum is a museum in Bogotá
Museo de Arte Colonial,43,Art,The Museum of Colonial Art is a museum in Bogotá
Museo de Arte Moderno de Bogotá,43,Art,The Museum of Modern Art of Bogotá is a museum in Bogotá
Museo de la Independencia,43,History,The Museum of Independence is a museum in Bogotá
Museo de la Casa de la Moneda,43,History,The Museum of the Mint is a museum in Bogotá
Museo de Arte Colonial de Santo Domingo,44,Art,The Museum of Colonial Art of Santo Domingo is a museum in Santo Domingo
Museo de las Casas Reales,44,History,The Museum of the Royal Houses is a museum in Santo Domingo
Museo de la Familia Dominicana,44,History,The Museum of the Dominican Family is a museum in Santo Domingo
Museo Bellapart,44,Art,The Bellapart Museum is a museum in Santo Domingo
Museo Nacional de Historia Natural,44,Science,The National Museum of Natural History is a museum in Santo Domingo
Museo del Hombre Dominicano,44,Science,The Museum of the Dominican Man is a museum in Santo Domingo
Museo de Arte Moderno de Santo Domingo,44,Art,The Museum of Modern Art of Santo Domingo is a museum in Santo Domingo
Museo de Arte Colonial de Quito,45,Art,The Museum of Colonial Art of Quito is a museum in Quito
Museo de la Ciudad de Quito,45,History,The Museum of the City of Quito is a museum in Quito
Museo de Arte Colonial de Quito,45,Art,The Museum of Colonial Art of Quito is a museum in Quito
Museo de la Ciudad de Quito,45,History,The Museum of the City of Quito is a museum in Quito
Museo Antropológico y de Arte Contemporáneo,46,Art,The museum houses a collection of pre-Columbian art
Museo del Bombero,46,Firefighting,A museum dedicated to the history of firefighting in Guayaquil.
Museo de la Ciudad,46,History,A museum dedicated to the history of Guayaquil.
Museo del Niño,46,Children's,A museum for children with interactive exhibits.
Egyptian Museum,47,History,The Egyptian Museum in Cairo is home to the largest collection of Egyptian antiquities in the world. It houses over 150
Giza Pyramids and Sphinx,47,History,The Giza Pyramids and Sphinx are one of the most iconic landmarks in the world. They were built over 4
Coptic Museum,47,History,The Coptic Museum in Cairo is home to a vast collection of Coptic art and artifacts. It houses over 16
Islamic Museum,47,History,The Islamic Museum in Cairo is home to a large collection of Islamic art and artifacts. It houses over 100
Museum of Egyptian Civilization,47,History,The Museum of Egyptian Civilization in Cairo is a new museum that opened in 2022. It houses over 50
Military Museum,47,Military,The Military Museum in Cairo is home to a large collection of military artifacts from Egypt's history. It houses over 20
Children's Museum,47,Children's,The Children's Museum in Cairo is a great place for kids to learn and have fun. It has a variety of interactive exhibits that teach kids about science
The Graeco-Roman Museum of Alexandria,48,History,The Graeco-Roman Museum of Alexandria is a museum in Alexandria
National Museum of Ethiopia,49,History,The National Museum of Ethiopia is the largest and most important museum in Ethiopia. It is located in Addis Ababa
Ethnographic Museum of Ethiopia,49,Ethnic,The Ethnographic Museum of Ethiopia is a museum in Addis Ababa
The Museum of Modern Art in Addis Ababa,49,Art,The Museum of Modern Art in Addis Ababa (MoMAAA) is a museum of modern and contemporary art in Addis Ababa
The Holy Trinity Cathedral Museum,49,History,The Holy Trinity Cathedral Museum is a museum in Addis Ababa
The Red Terror Martyrs' Memorial Museum,49,History,The Red Terror Martyrs' Memorial Museum is a museum in Addis Ababa
Kiasma Museum of Contemporary Art,50,Art,Kiasma is a museum of contemporary art in Helsinki
Ateneum Art Museum,50,Art,The Ateneum Art Museum is a museum of art in Helsinki
Sinebrychoff Art Museum,50,Art,The Sinebrychoff Art Museum is a museum of art in Helsinki
Centre Pompidou-Metz,51,Art,The Centre Pompidou-Metz is a branch of the Centre Pompidou in Paris. It was opened in 2010 and houses a collection of over 10
Louvre Museum,51,Art,The Louvre Museum is one of the largest and most famous museums in the world. It is located in Paris
Orsay Museum,51,Art,The Orsay Museum is an art museum in Paris
Musée d'Orsay,52,Art,The Musée d'Orsay is an art museum in Lyon
Musée des Beaux-Arts de Lyon,52,Art,The Musée des Beaux-Arts de Lyon is an art museum in Lyon
Musée Regards de Provence,53,Art,The Musée Regards de Provence is an art museum in Marseille
Musée d'Histoire de Marseille,53,History,The Musée d'Histoire de Marseille is a museum of history in Marseille
Musée Regards de Provence,53,Art,The Musée Regards de Provence is an art museum in Marseille
Giorgi Tsintsadze National Museum of Art,54,Art,The museum houses a collection of over 150
National Museum of Georgia,54,History,The museum houses a collection of over 1.5 million artifacts
Staatliches Museum für Naturkunde Stuttgart,55,Science,The museum houses a collection of over 11 million natural history specimens
Mercedes-Benz Museum,55,Automotive,The museum tells the story of the Mercedes-Benz brand
Elbphilharmonie,56,Music,The Elbphilharmonie is a concert hall and cultural center that opened in 2017. It is home to the Hamburg Symphony Orchestra and hosts a variety of other musical performances.
Kölnischer Dom,57,Cathedral,The Kölner Dom is a Roman Catholic cathedral that is one of the most popular tourist attractions in Germany. It is the largest church in the city and one of the largest cathedrals in the world.
Deutsches Museum,57,Science,The Deutsches Museum is a science and technology museum that is one of the largest and most visited museums in the world. It houses a collection of over 28
Kunstmuseum Düsseldorf,57,Art,The Kunstmuseum Düsseldorf is an art museum that houses a collection of over 40
Museo Ixchel del Traje Indígena,58,Ethnic,The Museo Ixchel del Traje Indígena is a museum in Guatemala City Guatemala. It is dedicated to the study and preservation of indigenous clothing and textiles from Guatemala and other parts of the world.
National Museum of India,59,History,A museum that houses a collection of over 200
Lotus Temple,59,History,A Baha'i House of Worship that is open to people of all faiths.
Akshardham Temple,59,History,A Hindu temple that is dedicated to Lord Swaminarayan.
Red Fort,59,History,A 17th-century fort that was once the seat of the Mughal Empire.
Humayun's Tomb,59,History,A 16th-century tomb that is considered to be one of the finest examples of Mughal architecture.
Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,60,Art,The Chhatrapati Shivaji Maharaj Vastu Sangrahalaya commonly known as the Prince of Wales Museum is an art museum in Mumbai India. It was founded in 1905 and is one of the largest museums in India. The museum has a collection of over 100000 objects including paintings sculptures
Visvesvaraya Industrial and Technological Museum,61,Science,The Visvesvaraya Industrial and Technological Museum is a science museum in Bengaluru India. It was founded in 1952 and is one of the largest science museums in India. The museum has a collection of over 10000 objects including scientific instruments models and exhibits on a variety of scientific topics.
Nizam's Museum,62,History,The Nizam's Museum is a museum in Hyderabad India. It was founded in 1909 and is one of the largest museums in India. The museum has a collection of over 100000 objects including paintings sculptures textiles and artifacts from the Nizam's of Hyderabad.
Government Museum Chennai,63,Art,The Government Museum Chennai is a museum in Chennai India. It was founded in 1851 and is one of the oldest museums in India. The museum has a collection of over 100000 objects including paintings
Rajiv Gandhi Museum,64,History,The Rajiv Gandhi Museum is a museum in Pune India. It was founded in 2001 and is dedicated to the life and work of Rajiv Gandhi the former Prime Minister of India. The museum has a collection of over 10000 objects including photographs documents and artifacts from Gandhi's life.
Sardar Vallabhbhai Patel National Museum,65,History,The Sardar Vallabhbhai Patel National Museum is a museum in Ahmedabad India. It was founded in 1980 and is dedicated to the life and work of Sardar Vallabhbhai Patel the first Deputy Prime Minister of India. The museum has a collection of over 10000 objects including photographs documents and artifacts from Patel's life.
Jaipur City Palace Museum,66,History,A museum complex comprising the Chandra Mahal Mubarak Mahal and Hawa Mahal.
Jantar Mantar,66,Science,An astronomical observatory built by Maharaja Jai Singh II in the 18th century.
Nahargarh Fort,66,History,A hill fort located on the Aravalli Hills overlooking Jaipur.
Lakhnavi Kothi Museum,67,History,A museum dedicated to the history of Lucknow.
State Museum Lucknow,67,Art,A museum with a collection of art from India and around the world.
Birla Planetarium,67,Science,A planetarium with shows about astronomy and space.
Rampur Raza Library,67,Library,A library with a collection of rare manuscripts and books.
Chhatar Manzil,67,Historic House,A palace that was once the residence of the Nawabs of Lucknow.
Agra Fort,68,History,A red sandstone fort located in Agra India.
Lotus Temple,68,Religion,A Baha'i House of Worship located in Delhi India.
National Museum of Indonesia,68,History,A museum located in Jakarta Indonesia.
Gedung Sate,68,History,A government building located in Bandung Indonesia.
Surabaya City Museum,69,History,A museum located in Surabaya Indonesia.
Graha Sampoerna Museum,69,History,A museum located in Surabaya Indonesia.
Fort Rotterdam,69,History,A fort located in Makassar Indonesia.
Museum La Galigo,69,History,A museum located in Makassar Indonesia.
Fort William,70,History,A fort that was built by the British in the 18th century.
Fort Rotterdam,70,Historic House,A fort that was built by the Dutch in the 17th century.
Museum of the Four Regions,70,Ethnic,A museum with exhibits on the cultures of Sulawesi Kalimantan Maluku and Papua.
Golestan Palace,71,History,A palace complex located in Tehran Iran.
National Museum of Iran,71,History,A museum located in Tehran Iran.
Azadi Tower,71,Architecture,A monument located in Tehran Iran.
Islamic Arts Museum,72,Art,A museum with a collection of Islamic art from around the world.
Astan Quds Razavi Museum,72,History,A museum with a collection of artifacts from the Islamic world.
Ghadir Museum,72,Religious,A museum dedicated to the Battle of Ghadir.
Tabriz Museum of Carpets,73,Art,A museum with a collection of carpets from Iran and around the world.
Tabriz Museum of Glass,73,Art,A museum with a collection of glassware from Iran and around the world.
Tabriz Museum of Miniatures,73,Art,A museum with a collection of miniatures from Iran and around the world.
Baghdad Museum of Antiquities,74,History,A museum located in Baghdad Iraq.
Iraq National Museum,74,History,A museum located in Baghdad Iraq.
Mosul Museum,75,History,A museum located in Mosul Iraq.
Vatican Museums,76,Art,The Vatican Museums are one of the largest and most comprehensive collections of art and antiquities in the world. They are located in Vatican City
Capitoline Museums,76,Art,The Capitoline Museums are a group of four museums located on the Capitoline Hill in Rome. They house a collection of ancient Roman art
National Roman Museum,76,Art,The National Roman Museum is a group of museums located in Rome that house a collection of ancient Roman art. The museums include the Palazzo Massimo alle Terme
Guggenheim Museum,77,Art,The Guggenheim Museum is a modern and contemporary art museum located in Milan. The museum was founded by Solomon R. Guggenheim in 1937. The museum's collection includes works by Pablo Picasso
Pinacoteca di Brera,77,Art,The Pinacoteca di Brera is an art museum located in Milan. The museum houses a collection of Italian paintings from the 14th to the 19th centuries. The museum's collection includes works by Leonardo da Vinci
Sforza Castle,77,History,Sforza Castle is a castle located in Milan. The castle was built in the 15th century by Francesco Sforza. The castle is now a museum and a cultural center.
Brera Academy,77,Art,The Brera Academy is an art school located in Milan. The school was founded in 1776. The school's alumni include artists such as Giuseppe Verdi
Museo Nazionale della Scienza e della Tecnologia Leonardo da Vinci,77,Science,The Museo Nazionale della Scienza e della Tecnologia Leonardo da Vinci is a science museum located in Milan. The museum is dedicated to the life and work of Leonardo da Vinci. The museum has a collection of over 15
Museo Nazionale della Montagna,77,Ethnic,The Museo Nazionale della Montagna is an ethnic museum located in Turin. The museum is dedicated to the history and culture of the mountains. The museum has a collection of over 100
Museo Egizio,77,History,The Museo Egizio is an Egyptian museum located in Turin. The museum is one of the largest and most important Egyptian museums in the world. The museum has a collection of over 30
Musée des civilisations de Côte d'Ivoire,78,Art,A museum of African art and culture.
Musée national de la Côte d'Ivoire,78,History,A museum of Ivorian history and culture.
Musée des arts et traditions populaires,78,Ethnic,A museum of Ivorian folk art and culture.
Musée National des Arts et Traditions Populaires,78,Ethnic,The National Museum of Arts and Popular Traditions is a museum in Abidjan
Tokyo National Museum,79,Art,The largest art museum in Japan
Mori Art Museum,79,Art,A museum of contemporary art that specializes in exhibitions of cutting-edge art from around the world.
National Museum of Nature and Science,79,Science,A museum that houses a variety of exhibits on science and nature
Tokyo Metropolitan Museum of Art,79,Art,A museum that houses a collection of over 100
Fukuoka City Museum,80,History,A museum located in Fukuoka Japan.
Fukuoka Asian Art Museum,80,Art,A museum located in Fukuoka Japan.
Hakodate Museum of Art,81,Art,A museum located in Sapporo Japan.
Sapporo Beer Museum,81,History,A museum located in Sapporo Japan.
National Museum of Nature and Science,82,Science,The National Museum of Nature and Science is a natural history and science museum in Osaka Japan. It is one of the largest museums in Japan with over 15 million visitors annually. The museum has a wide variety of exhibits including dinosaur fossils space exploration artifacts and a planetarium.
Osaka Museum of Art,82,Art,The Osaka Museum of Art is an art museum in Osaka Japan. It was founded in 1961 and houses a collection of over 10000 works of art including paintings sculptures and prints. The museum also has a library and a research center.
Hiroshima Peace Memorial Park,83,History,Hiroshima Peace Memorial Park is a memorial park in Hiroshima Japan. It was created in 1954 to commemorate the victims of the atomic bombing of Hiroshima in 1945. The park includes the Hiroshima Peace Memorial Museum the Atomic Bomb Dome and the Hiroshima Peace Memorial Cenotaph.
Atomic Bomb Dome,83,Historic House,The Atomic Bomb Dome is a building in Hiroshima Japan that was partially destroyed by the atomic bombing of Hiroshima in 1945. The building is now a UNESCO World Heritage Site and a symbol of peace.
Jordan Museum,84,History,The Jordan Museum is the largest archaeological museum in Jordan. It is located in Amman the capital of Jordan. The museum houses a large collection of artifacts from Jordan's ancient history including the Dead Sea Scrolls.
Roman Theater,84,History,The Roman Theater is an ancient theater located in Amman Jordan. It was built in the 2nd century AD and is one of the best-preserved Roman theaters in the world. The theater can seat up to 6000 people and is used for a variety of events including concerts plays and festivals.
Jordan Archaeological Museum,84,History,The Jordan Archaeological Museum is a museum located in Amman Jordan. It houses a large collection of artifacts from Jordan's ancient history including the Dead Sea Scrolls.
Folklore Museum,84,Culture,The Folklore Museum is a museum located in Amman Jordan. It houses a collection of artifacts that represent the different cultures of Jordan. The museum also has a library and a research center.
Children's Museum,84,Children's,The Children's Museum is a museum located in Amman Jordan. It is designed for children and families to learn about science art and culture through interactive exhibits.
Nairobi National Museum,85,History,The Nairobi National Museum is a museum in Nairobi
Kuwait National Museum,86,History,The Kuwait National Museum is a museum in Kuwait City
National Museum of Anthropology,87,Ethnic, A vast complex of museums and palaces in St. Petersburg
Casablanca Museum of Moroccan Arts,88,Ethnic,The Casablanca Museum of Moroccan Arts is a museum in Casablanca Morocco. It was founded in 1915 and houses a collection of over 10000 works of art including paintings sculptures and textiles. The museum also has a library and a research center.
